ID,F635 Median,B635 Median,F532 Median,B532 Median
hAB6446,3742.0,20.0,4880.0,0.0
hAB6467,2237.0,0.0,3349.0,0.0
hAB6544,389.0,0.0,537.0,0.0
hAC1271,4934.0,0.0,6996.0,0.0
hAC1804,1654.0,0.0,2189.0,0.0
hAC1809,4346.0,0.0,7284.0,0.0
hAC1419,949.0,0.0,1604.0,0.0
hAC3167,1357.0,0.0,2253.0,0.0
hAC3340,799.0,0.0,1514.0,0.0
hAC3369,1089.0,0.0,4211.0,0.0
hAC3473,5788.0,0.0,9358.0,0.0
hAC8677,1661.0,3.0,3252.0,0.0
hAC8686,1637.0,0.0,3180.0,0.0
hAC8700,3604.0,4.0,4257.0,0.0
hAC8708,1020.0,0.0,1219.0,0.0
hAA2373,1208.0,50.0,1771.0,0.0
hAA2376,8739.0,23.0,11812.0,0.0
hAA8239,2829.0,15.0,5528.0,0.0
hAA8277,1229.0,9.0,1985.0,0.0
hAA8279,2366.0,16.0,2062.0,0.0
hAA8281,9604.0,19.0,2935.0,0.0
hAA8547,6932.0,1.0,8302.0,0.0
hAA8557,493.0,0.0,868.0,0.0
hAA8562,4815.0,0.0,9738.0,0.0
chAA8572,18840.0,0.0,41303.0,0.0
hAB5063,2314.0,0.0,5372.0,0.0
hAB5184,1137.0,0.0,1717.0,0.0
hAB5207,2595.0,0.0,6822.0,0.0
hAB5226,2686.0,0.0,5819.0,0.0
hAB6390,2390.0,0.0,5547.0,0.0
hAD7798,2067.0,30.0,2934.0,0.0
hAA0411,7011.0,26.0,14643.0,0.0
hAA0419,11933.0,56.0,14216.0,0.0
hAA0427,21975.0,44.0,21427.0,0.0
hAA0435,5524.0,32.0,6423.0,0.0
hAA0725,2351.0,5.0,3237.0,0.0
hAA0735,1360.0,0.0,2308.0,0.0
hAA0745,8508.0,0.0,14347.0,0.0
hAA0754,370.0,0.0,644.0,0.0
hAA2152,8785.0,0.0,12417.0,0.0
hAA2158,8376.0,0.0,3019.0,0.0
hAA2178,7126.0,0.0,5685.0,0.0
hAA2201,2918.0,0.0,6120.0,0.0
hAA2346,1956.0,0.0,4468.0,0.0
hAA2360,8838.0,0.0,32053.0,0.0
hAD6210,838.0,28.0,1531.0,0.0
hAD6222,2978.0,0.0,3873.0,0.0
hAD6251,1198.0,15.0,986.0,0.0
hAD6255,6218.0,9.0,5950.0,0.0
hAD7838,975.0,12.0,1227.0,0.0
hAD7841,996.0,16.0,1404.0,0.0
hAD7843,512.0,0.0,841.0,0.0
hAD7852,1141.0,0.0,1879.0,0.0
hAD5718,1433.0,0.0,3176.0,0.0
hAD5730,4118.0,0.0,5493.0,0.0
hAD5772,2639.0,0.0,3081.0,0.0
hAD6098,2709.0,0.0,3306.0,0.0
hAD7719,1391.0,0.0,2137.0,0.0
hAD7792,444.0,0.0,708.0,0.0
hAD7796,3138.0,0.0,5288.0,0.0
hAD1819,1491.0,0.0,2438.0,0.0
No_DNA,0.0,82.0,0.0,186.0
No_DNA,314.0,127.0,500.0,249.0
No_DNA,243.0,173.0,481.0,318.0
No_DNA,431.0,131.0,501.0,292.0
No_DNA,0.0,7.0,0.0,41.0
No_DNA,1.0,2.0,0.0,2.0
No_DNA,18.0,30.0,2.0,0.0
No_DNA,99.0,47.0,19.0,0.0
No_DNA,65.0,78.0,4.0,6.0
No_DNA,78.0,79.0,0.0,9.0
No_DNA,141.0,88.0,0.0,8.0
No_DNA,95.0,82.0,8.0,40.0
No_DNA,114.0,78.0,25.0,49.0
No_DNA,87.0,87.0,0.0,26.0
chAB7233,6968.0,0.0,15709.0,0.0
chAA0450,3485.0,3.0,5746.0,0.0
chAA6160,1702.0,0.0,17241.0,85.0
chAA7396,9893.0,69.0,15549.0,150.0
hAA0330,2927.0,30.0,4862.0,29.0
chAC2945,1737.0,0.0,2743.0,0.0
No_DNA,6830.0,0.0,8398.0,0.0
No_DNA,4005.0,0.0,4707.0,0.0
hAD1641,4556.0,0.0,7098.0,0.0
hAD1652,3447.0,21.0,4558.0,0.0
hAD1660,4384.0,30.0,8650.0,0.0
hAD1668,1944.0,36.0,3358.0,0.0
hAD1806,1901.0,33.0,7944.0,0.0
hAD1808,563.0,33.0,1508.0,0.0
hAD1814,642.0,47.0,1212.0,0.0
hAB6896,4626.0,0.0,8653.0,0.0
hAB6900,5112.0,1.0,6482.0,9.0
hAB6906,3131.0,6.0,4486.0,46.0
hAB7109,8459.0,47.0,19179.0,93.0
hAB7127,5374.0,34.0,12267.0,52.0
hAB7132,1404.0,0.0,2826.0,0.0
hAB7134,3034.0,0.0,4481.0,0.0
hAC5361,5341.0,0.0,4395.0,0.0
hAC5378,1980.0,0.0,2884.0,0.0
hAC5396,2327.0,0.0,5338.0,0.0
hAC5424,3527.0,0.0,4764.0,0.0
hAC6759,5855.0,24.0,3359.0,0.0
hAC6772,1339.0,23.0,2487.0,0.0
hAC6779,1363.0,27.0,2472.0,0.0
hAC6853,1871.0,75.0,2954.0,0.0
hAA1712,8645.0,0.0,20008.0,0.0
hAA2841,4175.0,0.0,11442.0,23.0
hAA4748,5807.0,19.0,6974.0,50.0
hAA4752,5076.0,76.0,7150.0,130.0
hAA4793,3773.0,47.0,5573.0,85.0
hAA4899,4650.0,0.0,5586.0,0.0
hAA8795,12776.0,0.0,18416.0,0.0
hAA8799,14220.0,6.0,10788.0,0.0
hAA8808,5328.0,0.0,5559.0,0.0
hAA8838,4957.0,0.0,4254.0,0.0
hAA9039,5418.0,0.0,7579.0,0.0
hAA9051,1984.0,0.0,4426.0,0.0
hAA9053,1924.0,19.0,4153.0,0.0
hAA9055,8826.0,37.0,11359.0,0.0
hAB6885,3353.0,97.0,4552.0,0.0
hAD7904,1398.0,0.0,2227.0,0.0
hAD8752,20685.0,0.0,5982.0,0.0
hAD8825,5499.0,6.0,7603.0,27.0
hAD8845,7919.0,51.0,11666.0,108.0
hAD8859,2984.0,11.0,4264.0,49.0
hAA0932,4273.0,0.0,3012.0,0.0
hAA0935,1711.0,0.0,15676.0,0.0
hAA0940,2422.0,0.0,3382.0,0.0
hAA0943,8353.0,0.0,7124.0,0.0
hAA1151,1469.0,0.0,2237.0,0.0
hAA1157,1088.0,0.0,1704.0,0.0
hAA1159,1980.0,0.0,3088.0,0.0
hAA1181,8330.0,22.0,13500.0,0.0
hAA2737,2391.0,39.0,891.0,0.0
hAA2796,9648.0,111.0,15184.0,15.0
hAC5748,12921.0,0.0,27290.0,0.0
hAC5752,4588.0,0.0,4716.0,0.0
hAC5758,6623.0,23.0,13266.0,55.0
hAC5767,6471.0,45.0,29579.0,151.0
hAD0387,3064.0,0.0,4024.0,11.0
hAD0405,812.0,0.0,1354.0,0.0
hAD0419,5225.0,0.0,6611.0,0.0
hAD0489,4367.0,0.0,6651.0,0.0
hAD0650,3082.0,0.0,4393.0,0.0
hAD0654,1365.0,7.0,1873.0,0.0
hAD0657,613.0,0.0,1078.0,0.0
hAD0663,986.0,0.0,1312.0,0.0
hAD7890,3655.0,5.0,3414.0,0.0
hAD7894,1786.0,14.0,2664.0,0.0
hAD7898,1329.0,36.0,1917.0,0.0
hAB0331,12311.0,0.0,14365.0,0.0
hAB0342,17321.0,0.0,36406.0,0.0
hAB0349,42283.0,25.0,58584.0,33.0
hAB5359,2386.0,41.0,4832.0,89.0
hAB5371,5335.0,5.0,10077.0,14.0
hAB5382,382.0,0.0,691.0,0.0
hAB5401,2608.0,0.0,2371.0,0.0
hAB5786,1035.0,0.0,1727.0,0.0
hAB5795,5587.0,19.0,3925.0,0.0
hAB5814,4742.0,81.0,4593.0,0.0
hAB5822,2459.0,60.0,3860.0,0.0
hAC4915,5546.0,45.0,4468.0,0.0
hAC4930,5126.0,73.0,4829.0,0.0
hAC4943,3864.0,55.0,6166.0,0.0
hAC4975,9794.0,105.0,14015.0,0.0
hAD9988,30847.0,0.0,7150.0,0.0
hAD9990,1180.0,0.0,2072.0,0.0
hAE0320,2868.0,0.0,3771.0,0.0
hAE0322,2699.0,0.0,7021.0,30.0
hAE0324,3195.0,0.0,5423.0,16.0
hAE0326,4171.0,0.0,6391.0,0.0
No_DNA,2482.0,0.0,4004.0,0.0
No_DNA,2247.0,0.0,3360.0,0.0
No_DNA,2183.0,13.0,3046.0,0.0
No_DNA,2404.0,71.0,3497.0,0.0
hAB0083,1852.0,76.0,2542.0,0.0
hAB0091,1988.0,72.0,2915.0,0.0
hAB0100,3810.0,83.0,2438.0,0.0
hAB0111,4080.0,64.0,5679.0,0.0
hAB0327,3911.0,94.0,5779.0,0.0
hAC4025,4745.0,0.0,7080.0,0.0
hAC9999,1146.0,0.0,1936.0,0.0
hAD0057,835.0,0.0,1159.0,0.0
hAD0107,2345.0,0.0,2975.0,0.0
hAD0208,1895.0,0.0,2212.0,0.0
hAD0625,2381.0,0.0,3013.0,0.0
hAD0630,368.0,0.0,538.0,0.0
hAD0636,1812.0,0.0,2179.0,0.0
hAD0639,720.0,0.0,1153.0,0.0
hAD9937,34812.0,5.0,40878.0,0.0
hAD9939,828.0,29.0,1238.0,0.0
hAD9941,11761.0,30.0,24247.0,0.0
hAD9943,65535.0,78.0,2884.0,0.0
hAD9984,2365.0,58.0,3859.0,0.0
hAD9986,25734.0,69.0,6340.0,0.0
hAB9676,1829.0,0.0,2527.0,0.0
hAB9683,2951.0,0.0,3284.0,0.0
hAB9687,940.0,0.0,1600.0,0.0
hAB9698,2069.0,0.0,3248.0,0.0
hAB9896,5608.0,0.0,7201.0,0.0
hAB9907,6483.0,0.0,9080.0,0.0
hAB9910,6945.0,12.0,4213.0,0.0
hAB9915,11269.0,25.0,14774.0,0.0
hAC3422,1362.0,0.0,2463.0,0.0
hAC3459,1534.0,0.0,1709.0,0.0
hAC3466,3130.0,0.0,5256.0,0.0
hAC3505,6970.0,15.0,8974.0,0.0
hAC4010,2073.0,14.0,2830.0,0.0
hAC4013,1778.0,0.0,1957.0,0.0
hAC4017,603.0,0.0,1101.0,0.0
hAA8847,3540.0,0.0,4481.0,0.0
hAA8854,1055.0,0.0,2976.0,0.0
hAA8858,4383.0,0.0,6107.0,0.0
hAA9064,2524.0,0.0,4344.0,0.0
hAA9073,3457.0,0.0,8650.0,0.0
hAA9083,4718.0,13.0,28372.0,5.0
hAA9085,19914.0,39.0,9892.0,0.0
hAB3479,2876.0,0.0,5505.0,0.0
hAB3489,6960.0,0.0,6890.0,0.0
hAB3505,3980.0,0.0,2951.0,0.0
hAB3540,1364.0,0.0,2723.0,0.0
hAB4001,1697.0,0.0,2722.0,0.0
hAB4018,1380.0,0.0,2679.0,0.0
hAB4035,1176.0,0.0,1709.0,0.0
hAB4145,1870.0,0.0,1862.0,0.0
hAA3043,2482.0,0.0,3983.0,0.0
hAA3051,4240.0,0.0,10753.0,0.0
hAA3311,2335.0,0.0,3809.0,0.0
hAA3319,3205.0,0.0,5239.0,1.0
hAA3336,1481.0,0.0,2341.0,0.0
hAA3355,5473.0,7.0,7640.0,0.0
hAA6594,3469.0,11.0,5527.0,0.0
hAA6601,3603.0,0.0,2211.0,0.0
hAA6614,1098.0,0.0,1615.0,0.0
hAA6619,673.0,0.0,1081.0,0.0
hAA6916,3468.0,0.0,5090.0,0.0
hAA6940,1325.0,0.0,1733.0,0.0
hAA6948,1524.0,0.0,3489.0,0.0
hAA6990,1681.0,0.0,2000.0,0.0
hAA8845,4928.0,0.0,4204.0,0.0
hAA0113,5031.0,0.0,8599.0,0.0
hAA0277,12342.0,0.0,21554.0,0.0
hAA0282,5439.0,0.0,10462.0,0.0
hAA0301,4616.0,16.0,12849.0,8.0
hAA0324,3820.0,10.0,6828.0,21.0
hAA1515,10085.0,8.0,11152.0,0.0
hAA1521,8681.0,13.0,12785.0,0.0
hAA1528,8885.0,2.0,12313.0,0.0
hAA1531,23800.0,18.0,16051.0,4.0
hAA1672,5783.0,0.0,7859.0,0.0
hAA1684,5337.0,0.0,7688.0,0.0
hAA1691,8531.0,4.0,19494.0,0.0
hAA1695,12845.0,10.0,12288.0,0.0
hAA3006,1496.0,0.0,1665.0,0.0
hAA3039,2534.0,0.0,1703.0,0.0
hAC6759,8451.0,0.0,2955.0,0.0
hAC6772,1619.0,0.0,3241.0,0.0
hAC6779,1521.0,0.0,3000.0,0.0
hAC6853,2803.0,0.0,4803.0,3.0
hAD1641,4459.0,0.0,6344.0,0.0
hAD1652,2146.0,0.0,3051.0,11.0
hAD1660,4552.0,0.0,7952.0,0.0
hAD1668,2138.0,0.0,3554.0,0.0
hAD1806,2227.0,0.0,10376.0,0.0
hAD1808,725.0,0.0,2125.0,0.0
hAD1814,907.0,0.0,1955.0,0.0
hAD1819,1531.0,13.0,2630.0,0.0
hAA0084,13910.0,38.0,21698.0,34.0
hAA0088,2882.0,45.0,3648.0,0.0
hAA0098,7670.0,15.0,3185.0,0.0
hAA9051,3475.0,0.0,7552.0,0.0
hAA9053,1702.0,0.0,4616.0,0.0
hAA9055,11849.0,0.0,15071.0,0.0
hAB6885,5049.0,0.0,6713.0,24.0
hAB6896,3516.0,0.0,7301.0,0.0
hAB6900,3226.0,0.0,4005.0,0.0
hAB6906,711.0,0.0,1009.0,0.0
hAB7109,5337.0,0.0,14948.0,0.0
hAB7127,3146.0,0.0,7502.0,0.0
hAB7132,1487.0,0.0,2562.0,0.0
hAB7134,2865.0,0.0,4307.0,0.0
hAC5361,4256.0,0.0,3435.0,0.0
hAC5378,1961.0,0.0,3075.0,0.0
hAC5396,2175.0,0.0,4592.0,0.0
hAC5424,2940.0,0.0,4101.0,0.0
hAA1159,2443.0,0.0,3940.0,0.0
hAA1181,10453.0,0.0,17738.0,0.0
hAA2737,4831.0,0.0,1580.0,0.0
hAA2796,14605.0,6.0,23786.0,0.0
hAA1712,7292.0,0.0,17684.0,0.0
hAA2841,688.0,0.0,5120.0,0.0
hAA4748,2758.0,0.0,2905.0,0.0
hAA4752,1601.0,0.0,2437.0,0.0
hAA4793,2532.0,3.0,3430.0,0.0
hAA4899,4005.0,6.0,5377.0,0.0
hAA8795,8024.0,0.0,11935.0,0.0
hAA8799,15119.0,0.0,10975.0,0.0
hAA8808,5057.0,0.0,6041.0,0.0
hAA8838,3113.0,0.0,3290.0,0.0
hAA9039,6048.0,0.0,7825.0,0.0
hAD0663,920.0,0.0,1713.0,0.0
hAD7890,2023.0,0.0,2707.0,0.0
hAD7894,919.0,0.0,1348.0,0.0
hAD7898,1276.0,0.0,2101.0,0.0
hAD7904,770.0,0.0,1233.0,0.0
hAD8752,17565.0,0.0,6067.0,0.0
hAD8825,1322.0,0.0,2649.0,0.0
hAD8845,4963.0,0.0,8365.0,0.0
hAD8859,2007.0,0.0,3148.0,0.0
hAA0932,4047.0,0.0,2880.0,0.0
hAA0935,1625.0,0.0,16049.0,0.0
hAA0940,1887.0,0.0,2781.0,0.0
hAA0943,7147.0,0.0,6488.0,0.0
hAA1151,1652.0,0.0,2510.0,0.0
hAA1157,803.0,0.0,1697.0,0.0
chAB7233,6917.0,0.0,15762.0,0.0
chAA0450,2388.0,0.0,4772.0,0.0
chAA6160,1368.0,0.0,20452.0,0.0
chAA7396,10403.0,15.0,18632.0,39.0
hAA0330,2682.0,0.0,5078.0,0.0
chAC2945,1862.0,0.0,2909.0,0.0
No_DNA,246.0,12.0,504.0,0.0
No_DNA,94.0,22.0,46.0,0.0
hAD0387,1843.0,10.0,2495.0,0.0
hAD0405,807.0,6.0,1248.0,0.0
hAD0419,3580.0,2.0,4599.0,0.0
hAD0489,3867.0,0.0,6105.0,0.0
hAD0650,1542.0,0.0,1733.0,0.0
hAD0654,964.0,0.0,1341.0,0.0
hAD0657,577.0,0.0,790.0,0.0
No_DNA,2102.0,31.0,3048.0,0.0
No_DNA,58.0,58.0,0.0,0.0
No_DNA,127.0,87.0,0.0,0.0
No_DNA,139.0,101.0,0.0,0.0
No_DNA,149.0,118.0,43.0,5.0
No_DNA,168.0,126.0,57.0,28.0
No_DNA,86.0,133.0,1.0,23.0
No_DNA,68.0,113.0,0.0,9.0
No_DNA,146.0,102.0,0.0,11.0
No_DNA,127.0,81.0,0.0,0.0
No_DNA,51.0,57.0,0.0,0.0
No_DNA,48.0,28.0,0.0,0.0
No_DNA,91.0,29.0,0.0,0.0
No_DNA,59.0,21.0,0.0,0.0
No_DNA,76.0,62.0,0.0,0.0
hAA2196,4582.0,0.0,5343.0,0.0
hAA2205,25212.0,26.0,1167.0,0.0
hAA2211,2135.0,43.0,3873.0,0.0
hAA2215,4555.0,82.0,7439.0,0.0
hAA2371,5559.0,97.0,6153.0,0.0
hAA2389,4284.0,79.0,7865.0,8.0
hAA2395,1464.0,63.0,2169.0,0.0
hAA2405,8398.0,49.0,10393.0,0.0
hAD1122,2376.0,9.0,3613.0,0.0
hAD1128,2320.0,0.0,3585.0,0.0
hAD1161,2561.0,0.0,2962.0,0.0
hAD1190,2203.0,0.0,3632.0,0.0
No_DNA,1858.0,0.0,2919.0,0.0
No_DNA,1628.0,0.0,2378.0,0.0
No_DNA,1773.0,0.0,2620.0,0.0
hAC0102,1987.0,0.0,3761.0,0.0
hAC0184,1547.0,2.0,2345.0,0.0
hAC0197,5503.0,20.0,1493.0,0.0
hAC0938,3140.0,37.0,2504.0,0.0
hAC0943,3691.0,35.0,4863.0,0.0
hAC0954,2547.0,8.0,4356.0,0.0
hAC0958,3199.0,0.0,4796.0,0.0
hAC8225,6055.0,0.0,12661.0,0.0
hAC8229,4327.0,0.0,5496.0,0.0
hAC8233,1807.0,0.0,3354.0,0.0
hAC8236,1441.0,0.0,2234.0,0.0
hAC8417,3553.0,0.0,4997.0,0.0
hAC8433,2453.0,0.0,2316.0,0.0
hAC8435,1745.0,0.0,2467.0,0.0
hAC8437,8631.0,0.0,10153.0,0.0
hAA7218,1995.0,11.0,2937.0,0.0
hAA7232,823.0,3.0,1088.0,0.0
hAA7838,1282.0,11.0,1974.0,0.0
hAA7878,2363.0,0.0,4580.0,0.0
hAA7992,3947.0,0.0,5103.0,0.0
hAA8000,1289.0,0.0,2072.0,0.0
hAB1017,1874.0,0.0,4240.0,0.0
hAB1104,1783.0,0.0,2458.0,0.0
hAB1182,3736.0,0.0,8338.0,0.0
hAB1296,945.0,0.0,1526.0,0.0
hAB3372,3065.0,0.0,5263.0,0.0
hAB3482,7174.0,0.0,15352.0,0.0
hAB3545,5433.0,0.0,4889.0,0.0
hAB3593,3408.0,0.0,3405.0,0.0
hAC0051,2032.0,0.0,2893.0,0.0
hAA0067,7797.0,8.0,13921.0,0.0
hAA0215,2061.0,0.0,1959.0,0.0
hAA0224,3243.0,0.0,4525.0,0.0
hAA0231,2228.0,0.0,3016.0,0.0
hAA0242,1734.0,0.0,2323.0,0.0
hAA1652,4517.0,0.0,6380.0,0.0
hAA1654,2091.0,5.0,3558.0,0.0
hAA1662,2292.0,5.0,1310.0,0.0
hAA1688,1410.0,0.0,2117.0,0.0
hAA1965,3311.0,0.0,5169.0,0.0
hAA1974,2476.0,0.0,2491.0,0.0
hAA1986,3010.0,0.0,3233.0,0.0
hAA1991,2122.0,17.0,3561.0,0.0
hAA7187,835.0,14.0,1758.0,0.0
hAA7208,4029.0,14.0,4265.0,0.0
hAD9609,675.0,0.0,925.0,0.0
hAD9719,1706.0,0.0,2255.0,0.0
hAD9809,0.0,0.0,87.0,0.0
hAD9853,580.0,0.0,756.0,0.0
hAD4437,1307.0,0.0,1882.0,0.0
hAD4442,1542.0,0.0,1685.0,0.0
hAD4444,1042.0,0.0,1398.0,0.0
hAD4448,4767.0,0.0,5058.0,0.0
hAD4764,747.0,0.0,1197.0,0.0
hAD4769,3610.0,0.0,4963.0,0.0
hAD4772,824.0,0.0,1207.0,0.0
hAD4777,1826.0,0.0,4241.0,0.0
hAA0055,2958.0,0.0,4772.0,0.0
hAA0060,1843.0,0.0,3584.0,0.0
hAA0063,639.0,0.0,1274.0,0.0
hAB2793,1195.0,0.0,2166.0,0.0
hAB2820,1194.0,0.0,1567.0,0.0
hAB2839,1279.0,0.0,2648.0,0.0
hAB6928,1443.0,0.0,2046.0,0.0
hAB6931,853.0,0.0,1818.0,0.0
hAB6937,3097.0,0.0,3125.0,0.0
hAB6950,1290.0,0.0,1686.0,0.0
hAB7170,1346.0,0.0,1668.0,0.0
hAB7180,624.0,0.0,866.0,0.0
hAB7183,711.0,0.0,2424.0,0.0
hAB7190,3000.0,0.0,3655.0,0.0
hAD7934,1297.0,0.0,1379.0,0.0
hAD7942,909.0,0.0,1251.0,0.0
hAD7947,629.0,0.0,870.0,0.0
hAD8058,1132.0,0.0,1167.0,0.0
hAE0180,1735.0,0.0,2176.0,0.0
hAE0182,2924.0,0.0,4074.0,0.0
hAE1164,433.0,0.0,570.0,0.0
hAE1813,384.0,0.0,596.0,0.0
hAE2173,341.0,0.0,1058.0,0.0
No_DNA,0.0,0.0,205.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,0.0,0.0,0.0,0.0
No_DNA,212.0,44.0,343.0,0.0
No_DNA,110.0,9.0,67.0,0.0
hAB2445,398.0,0.0,608.0,0.0
hAB2447,1038.0,0.0,653.0,0.0
hAB2450,405.0,0.0,521.0,0.0
hAB2456,529.0,0.0,853.0,0.0
hAB2790,1545.0,0.0,2816.0,0.0
hAC7927,1363.0,0.0,2337.0,0.0
hAD4431,1670.0,0.0,2032.0,0.0
hAD4433,419.0,0.0,738.0,0.0
hAD4438,786.0,0.0,1424.0,0.0
hAD4443,507.0,0.0,825.0,0.0
hAD4764,595.0,0.0,956.0,0.0
hAD4769,1953.0,0.0,3117.0,0.0
hAD4772,733.0,0.0,1097.0,0.0
hAD4777,2029.0,0.0,5954.0,0.0
hAE0128,2419.0,0.0,3856.0,0.0
hAE0130,2895.0,0.0,4108.0,0.0
hAE0132,1600.0,0.0,2410.0,0.0
hAE0134,1434.0,0.0,1950.0,0.0
hAE0176,4228.0,0.0,5229.0,0.0
hAE0178,2644.0,0.0,3179.0,0.0
hAC1775,4616.0,0.0,5408.0,0.0
hAC1827,6762.0,0.0,8102.0,0.0
hAC1845,1193.0,0.0,2052.0,0.0
hAC1871,1225.0,0.0,2097.0,0.0
hAC2331,1296.0,0.0,2062.0,0.0
hAC2340,325.0,0.0,545.0,0.0
hAC2352,1032.0,0.0,1525.0,0.0
hAC2358,2139.0,0.0,3237.0,0.0
hAC6598,1935.0,0.0,2322.0,0.0
hAC6601,1467.0,0.0,2176.0,0.0
hAC6636,1852.0,0.0,2469.0,0.0
hAC6667,2290.0,0.0,2798.0,0.0
hAC7844,2496.0,0.0,731.0,0.0
hAC7879,1125.0,0.0,1633.0,0.0
hAC7916,2192.0,0.0,3397.0,0.0
hAB0542,742.0,0.0,937.0,0.0
hAB0554,697.0,0.0,1039.0,0.0
hAB0558,2081.0,0.0,3138.0,0.0
hAB0809,3990.0,0.0,3794.0,0.0
hAB0815,2064.0,0.0,2954.0,0.0
hAB0824,1215.0,0.0,1707.0,0.0
hAB0831,811.0,0.0,1228.0,0.0
hAB8246,2996.0,25.0,5535.0,0.0
hAB8255,1049.0,0.0,1219.0,0.0
hAB8258,2221.0,0.0,3970.0,0.0
hAB8286,947.0,0.0,1577.0,0.0
hAB8645,858.0,0.0,1249.0,0.0
hAB8658,624.0,0.0,956.0,0.0
hAB8679,3079.0,0.0,4670.0,0.0
hAB8696,755.0,0.0,1082.0,0.0
hAA4760,3374.0,0.0,3307.0,0.0
hAA4769,3464.0,0.0,2127.0,0.0
hAA5086,3095.0,0.0,5426.0,0.0
hAA5102,910.0,0.0,1124.0,0.0
hAA5115,732.0,0.0,1230.0,0.0
hAA5135,1460.0,0.0,2240.0,0.0
hAA8036,1471.0,0.0,1842.0,0.0
hAA8041,2125.0,0.0,2873.0,0.0
hAA8050,5875.0,0.0,8562.0,0.0
hAA8068,6030.0,0.0,6989.0,0.0
hAA8226,4344.0,0.0,6827.0,0.0
hAA8248,3337.0,0.0,3941.0,0.0
hAA8253,1822.0,0.0,2727.0,0.0
hAA8260,21994.0,0.0,4327.0,0.0
hAB0524,4237.0,0.0,5341.0,0.0
hAA0879,1487.0,38.0,2930.0,0.0
hAA1036,5027.0,17.0,7470.0,0.0
hAA1040,4845.0,0.0,9296.0,0.0
hAA1042,2825.0,0.0,4212.0,0.0
hAA1048,1565.0,0.0,2324.0,0.0
hAA5742,3068.0,0.0,4048.0,0.0
hAA6996,739.0,0.0,871.0,0.0
hAA9060,10753.0,0.0,4696.0,0.0
hAB0277,2580.0,0.0,5099.0,0.0
hAC8123,4342.0,0.0,6681.0,0.0
hAC8625,1422.0,0.0,2450.0,0.0
hAC9377,2261.0,0.0,3136.0,0.0
hAD0042,1763.0,0.0,2480.0,0.0
hAA4728,5693.0,0.0,6085.0,0.0
hAA4738,2687.0,0.0,4474.0,0.0
hAC8417,2284.0,10.0,2870.0,0.0
hAC8433,851.0,0.0,1138.0,0.0
hAC8435,1190.0,0.0,1784.0,0.0
hAC8437,4943.0,0.0,4117.0,0.0
hAD1122,1413.0,0.0,2482.0,0.0
hAD1128,1432.0,0.0,2213.0,0.0
hAD1161,2489.0,0.0,3130.0,0.0
hAD1190,1581.0,0.0,2497.0,0.0
No_DNA,1484.0,0.0,2509.0,0.0
No_DNA,1538.0,0.0,2334.0,0.0
No_DNA,1410.0,0.0,2339.0,0.0
No_DNA,1683.0,0.0,2458.0,0.0
hAA0857,5458.0,0.0,8634.0,0.0
hAA0866,2795.0,0.0,4060.0,0.0
hAA0873,723.0,0.0,1161.0,0.0
hAB3482,8043.0,0.0,16853.0,0.0
hAB3545,4633.0,0.0,4209.0,0.0
hAB3593,1615.0,0.0,1498.0,0.0
hAC0051,1779.0,0.0,2857.0,0.0
hAC0102,1804.0,0.0,3222.0,0.0
hAC0184,1332.0,0.0,2322.0,0.0
hAC0197,4850.0,0.0,1271.0,0.0
hAC0938,2220.0,0.0,1872.0,0.0
hAC0943,2855.0,0.0,4392.0,0.0
hAC0954,2154.0,0.0,3847.0,0.0
hAC0958,2309.0,0.0,3467.0,0.0
hAC8225,3905.0,0.0,8402.0,0.0
hAC8229,4383.0,0.0,5688.0,0.0
hAC8233,2129.0,0.0,3316.0,0.0
hAC8236,1100.0,0.0,1886.0,0.0
hAA1986,3321.0,0.0,3160.0,0.0
hAA1991,1336.0,0.0,3092.0,0.0
hAA7187,830.0,0.0,1596.0,0.0
hAA7208,3591.0,0.0,4082.0,0.0
hAA7218,1821.0,0.0,3100.0,0.0
hAA7232,722.0,0.0,1015.0,0.0
hAA7838,1381.0,0.0,1952.0,0.0
hAA7878,1757.0,0.0,3297.0,0.0
hAA7992,4797.0,0.0,5427.0,0.0
hAA8000,1086.0,0.0,1778.0,0.0
hAB1017,1445.0,0.0,3144.0,0.0
hAB1104,2040.0,0.0,3042.0,0.0
hAB1182,2899.0,0.0,6124.0,0.0
hAB1296,1387.0,0.0,2076.0,0.0
hAB3372,3371.0,0.0,5844.0,0.0
hAD4777,1667.0,0.0,4529.0,0.0
hAA0055,2389.0,0.0,3702.0,0.0
hAA0060,1371.0,0.0,2087.0,0.0
hAA0063,492.0,0.0,965.0,0.0
hAA0067,6208.0,0.0,12190.0,0.0
hAA0215,1130.0,0.0,1073.0,0.0
hAA0224,2602.0,0.0,3990.0,0.0
hAA0231,1639.0,0.0,2394.0,0.0
hAA0242,1036.0,0.0,1450.0,0.0
hAA1652,2684.0,0.0,3775.0,0.0
hAA1654,2537.0,0.0,3674.0,0.0
hAA1662,2123.0,0.0,1561.0,0.0
hAA1688,1226.0,0.0,1962.0,0.0
hAA1965,2323.0,0.0,3781.0,0.0
hAA1974,1894.0,0.0,1629.0,0.0
hAA2196,5987.0,0.0,7349.0,0.0
hAA2205,21880.0,0.0,1072.0,0.0
hAA2211,1181.0,0.0,1870.0,0.0
hAA2215,3689.0,0.0,6284.0,0.0
